ScenarioID,ParallelShift_bps,TwistFactor_bps,ButterflyFactor_bps,PnL_DurationEffect_INR,PnL_ConvexityEffect_INR,PnL_Total_INR,PnL_Pct,VaR_Contribution,YieldChange,PortfolioPnL_INR,Loss_INR,PnL_Bucket
659,188.59,54.36,-11.56,-2541233.41,251198.33,-2290035.08,-7.1431,2290035.08,0.018859,-2290042.043414735,2290042.043414735,"(-2464720.868, -1997318.332]"
660,118.0,-29.38,-6.08,-1590072.01,98347.02,-1491724.99,-4.653,1491724.99,0.0118,-1491701.0325421416,1491701.0325421416,"(-1529915.797, -1062513.261]"
661,-62.45,29.16,-7.99,841561.64,27548.6,869110.24,2.7109,869110.24,-0.0062450000000000006,869055.9716523548,-869055.9716523548,"(807096.881, 1274499.417]"
662,125.73,-44.69,3.24,-1694192.25,111648.53,-1582543.72,-4.9363,1582543.72,0.012573,-1582555.7422522567,1582555.7422522567,"(-1997318.332, -1529915.797]"
663,-14.45,-32.2,2.37,194751.3,1475.33,196226.62,0.6121,196226.62,-0.0014449999999999999,196187.80597894455,-196187.80597894455,"(-127708.19, 339694.345]"
664,-4.6,52.25,-37.1,62029.97,149.67,62179.63,0.194,62179.63,-0.00045999999999999996,62134.23118937238,-62134.23118937238,"(-127708.19, 339694.345]"
665,-71.67,36.17,-25.95,965705.93,36275.84,1001981.77,3.1254,1001981.77,-0.007167,1002028.8767979286,-1002028.8767979286,"(807096.881, 1274499.417]"
666,50.56,-2.41,-29.5,-681268.56,18053.62,-663214.94,-2.0687,663214.94,0.005056000000000001,-663238.6914952431,663238.6914952431,"(-1062513.261, -595110.726]"
667,-105.21,138.39,56.25,1417633.93,78172.83,1495806.76,4.6657,1495806.76,-0.010520999999999999,1495879.6228267387,-1495879.6228267387,"(1274499.417, 1741901.952]"
668,90.01,25.75,-0.73,-1212896.84,57223.62,-1155673.22,-3.6048,1155673.22,0.009001,-1155658.5340001557,1155658.5340001557,"(-1529915.797, -1062513.261]"
669,54.2,-12.31,6.12,-730281.08,20744.73,-709536.36,-2.2132,709536.36,0.00542,-709594.2608345432,709594.2608345432,"(-1062513.261, -595110.726]"
670,-250.12,11.12,-49.62,3370360.84,441855.67,3812216.51,11.8911,3812216.51,-0.025012,3812208.0964034707,-3812208.0964034707,"(3611512.095, 4078914.63]"
671,-91.23,63.98,-19.01,1229373.31,58788.88,1288162.19,4.0181,1288162.19,-0.009123000000000001,1288103.5252166889,-1288103.5252166889,"(1274499.417, 1741901.952]"
672,-71.87,46.12,10.5,968495.14,36485.69,1004980.83,3.1348,1004980.83,-0.007187000000000001,1004926.6280348214,-1004926.6280348214,"(807096.881, 1274499.417]"
673,-66.87,17.29,-67.01,901134.35,31586.88,932721.23,2.9094,932721.23,-0.006687,932652.3558998756,-932652.3558998756,"(807096.881, 1274499.417]"
674,31.47,-50.44,35.93,-424024.51,6993.74,-417030.77,-1.3008,417030.77,0.003147,-417061.96488900733,417061.96488900733,"(-595110.726, -127708.19]"
675,145.7,13.07,24.49,-1963344.52,149941.09,-1813403.43,-5.6564,1813403.43,0.01457,-1813366.578336678,1813366.578336678,"(-1997318.332, -1529915.797]"
676,109.26,26.52,-5.81,-1472250.91,84312.37,-1387938.55,-4.3293,1387938.55,0.010926,-1387958.5835750238,1387958.5835750238,"(-1529915.797, -1062513.261]"
677,2.13,65.7,-9.29,-28763.61,32.18,-28731.43,-0.0896,28731.43,0.000213,-28669.605049155038,28669.605049155038,"(-127708.19, 339694.345]"
678,-50.61,16.35,8.84,682034.52,18094.24,700128.76,2.1839,700128.76,-0.0050609999999999995,700057.9681622515,-700057.9681622515,"(339694.345, 807096.881]"
679,-23.53,-47.82,-22.11,317051.9,3910.1,320962.01,1.0011,320962.01,-0.002353,320976.0622938007,-320976.0622938007,"(-127708.19, 339694.345]"
680,-260.15,96.03,31.84,3505452.38,477986.66,3983439.04,12.4252,3983439.04,-0.026014999999999996,3983509.674877558,-3983509.674877558,"(3611512.095, 4078914.63]"
681,42.85,-21.16,-41.26,-577387.28,12967.67,-564419.61,-1.7605,564419.61,0.004285,-564433.4219906221,564433.4219906221,"(-595110.726, -127708.19]"
682,68.05,-61.72,-0.15,-916917.29,32703.03,-884214.26,-2.7581,884214.26,0.006804999999999999,-884263.7711874401,884263.7711874401,"(-1062513.261, -595110.726]"
683,100.54,-43.4,-5.05,-1354730.5,71389.35,-1283341.15,-4.003,1283341.15,0.010054,-1283378.2016709729,1283378.2016709729,"(-1529915.797, -1062513.261]"
684,-166.25,89.7,-27.71,2240260.39,195220.15,2435480.54,7.5968,2435480.54,-0.016625,2435421.83163784,-2435421.83163784,"(2209304.488, 2676707.023]"
685,100.84,41.33,16.2,-1358873.97,71826.71,-1287047.26,-4.0146,1287047.26,0.010084000000000001,-1286993.991389561,1286993.991389561,"(-1529915.797, -1062513.261]"
686,-175.36,-4.09,20.43,2362927.06,217184.22,2580111.27,8.0479,2580111.27,-0.017536000000000003,2580158.7611548887,-2580158.7611548887,"(2209304.488, 2676707.023]"
687,-1.66,-77.48,18.2,22431.54,19.57,22451.11,0.07,22451.11,-0.000166,22387.883382513755,-22387.883382513755,"(-127708.19, 339694.345]"
688,2.45,-22.54,0.7,-33002.24,42.37,-32959.87,-0.1028,32959.87,0.000245,-32971.238473711055,32971.238473711055,"(-127708.19, 339694.345]"
689,15.46,-51.43,-21.44,-208333.84,1688.29,-206645.55,-0.6446,206645.55,0.001546,-206634.65683727895,206634.65683727895,"(-595110.726, -127708.19]"
690,41.16,-28.26,7.86,-554651.2,11966.51,-542684.69,-1.6928,542684.69,0.004116,-542663.5163104236,542663.5163104236,"(-595110.726, -127708.19]"
691,20.9,24.74,-35.33,-281593.26,3084.41,-278508.85,-0.8687,278508.85,0.00209,-278541.37415519595,278541.37415519595,"(-595110.726, -127708.19]"
692,10.03,49.79,24.79,-135208.87,711.11,-134497.75,-0.4195,134497.75,0.001003,-134443.24166765844,134443.24166765844,"(-595110.726, -127708.19]"
693,15.61,32.57,-0.03,-210294.2,1720.21,-208573.98,-0.6506,208573.98,0.0015609999999999999,-208622.98320643045,208622.98320643045,"(-595110.726, -127708.19]"
694,-182.01,50.95,79.96,2452603.84,233981.99,2686585.83,8.38,2686585.83,-0.018201,2686552.170015894,-2686552.170015894,"(2676707.023, 3144109.559]"
695,74.59,-38.92,12.32,-1005141.7,39299.06,-965842.64,-3.0127,965842.64,0.007459,-965801.2548840372,965801.2548840372,"(-1062513.261, -595110.726]"
696,-25.01,-13.35,-9.25,336943.62,4416.13,341359.75,1.0648,341359.75,-0.002501,341426.38246745704,-341426.38246745704,"(339694.345, 807096.881]"
697,44.3,13.23,6.77,-596991.2,13863.2,-583128.0,-1.8189,583128.0,0.00443,-583079.5862026752,583079.5862026752,"(-595110.726, -127708.19]"
698,9.64,5.5,34.41,-129930.15,656.67,-129273.48,-0.4032,129273.48,0.000964,-129242.19160500402,129242.19160500402,"(-595110.726, -127708.19]"
699,0.91,-6.9,-7.54,-12317.72,5.9,-12311.82,-0.0384,12311.82,9.1e-05,-12256.357905130497,12256.357905130497,"(-127708.19, 339694.345]"
700,247.96,-44.76,-45.62,-3341276.95,434262.75,-2907014.2,-9.0676,2907014.2,0.024796000000000002,-2906994.788673195,2906994.788673195,"(-2932123.404, -2464720.868]"
701,66.49,8.95,7.56,-895959.85,31225.16,-864734.68,-2.6973,864734.68,0.0066489999999999995,-864725.2167731688,864725.2167731688,"(-1062513.261, -595110.726]"
702,-93.74,-126.88,-9.65,1263109.62,62059.71,1325169.33,4.1335,1325169.33,-0.009373999999999999,1325204.7657456324,-1325204.7657456324,"(1274499.417, 1741901.952]"
703,-11.46,57.39,1.77,154412.75,927.46,155340.21,0.4845,155340.21,-0.001146,155350.53177026712,-155350.53177026712,"(-127708.19, 339694.345]"
704,-136.05,-39.15,38.85,1833320.1,130738.72,1964058.83,6.1263,1964058.83,-0.013605,1963998.1158875448,-1963998.1158875448,"(1741901.952, 2209304.488]"
705,-48.04,36.28,1.86,647364.48,16301.42,663665.9,2.0701,663665.9,-0.004804,663636.6885650677,-663636.6885650677,"(339694.345, 807096.881]"
706,94.47,-55.18,24.54,-1273035.84,63038.94,-1209996.9,-3.7742,1209996.9,0.009447,-1209945.6309556381,1209945.6309556381,"(-1529915.797, -1062513.261]"
707,200.74,-15.7,0.82,-2704998.91,284617.64,-2420381.26,-7.5497,2420381.26,0.020074,-2420352.8188706846,2420352.8188706846,"(-2464720.868, -1997318.332]"
708,-7.37,34.82,-22.1,99369.44,384.09,99753.53,0.3112,99753.53,-0.000737,99694.03202459589,-99694.03202459589,"(-127708.19, 339694.345]"
709,116.39,-97.81,15.16,-1568363.97,95680.04,-1472683.93,-4.5936,1472683.93,0.011639,-1472671.658175906,1472671.658175906,"(-1529915.797, -1062513.261]"
710,8.23,-120.56,-14.1,-110862.92,478.08,-110384.84,-0.3443,110384.84,0.0008230000000000001,-110420.46967037366,110420.46967037366,"(-127708.19, 339694.345]"
711,0.68,-37.8,-43.61,-9214.72,3.3,-9211.42,-0.0287,9211.42,6.8e-05,-9159.70174818606,9159.70174818606,"(-127708.19, 339694.345]"
712,45.3,41.13,-26.33,-610394.14,14492.67,-595901.47,-1.8587,595901.47,0.004529999999999999,-595921.7057751503,595921.7057751503,"(-1062513.261, -595110.726]"
713,-4.23,-3.35,-46.29,57034.01,126.53,57160.54,0.1783,57160.54,-0.00042300000000000004,57125.423719300336,-57125.423719300336,"(-127708.19, 339694.345]"
714,-181.98,-31.05,38.22,2452194.42,233903.88,2686098.3,8.3785,2686098.3,-0.018198,2686070.79706514,-2686070.79706514,"(2676707.023, 3144109.559]"
715,185.05,-94.37,-4.02,-2493602.08,241869.96,-2251732.12,-7.0236,2251732.12,0.018505,-2251682.6633329964,2251682.6633329964,"(-2464720.868, -1997318.332]"
716,-149.93,5.94,34.35,2020351.11,158774.71,2179125.83,6.7972,2179125.83,-0.014993000000000001,2179065.8127122014,-2179065.8127122014,"(1741901.952, 2209304.488]"
717,-12.05,-88.67,-41.11,162335.01,1025.07,163360.08,0.5096,163360.08,-0.0012050000000000001,163398.72198362483,-163398.72198362483,"(-127708.19, 339694.345]"
718,192.83,53.05,-12.26,-2598435.83,262634.41,-2335801.42,-7.2859,2335801.42,0.019283,-2335753.6274702805,2335753.6274702805,"(-2464720.868, -1997318.332]"
719,-84.45,-65.03,23.88,1137981.24,50373.0,1188354.24,3.7067,1188354.24,-0.008445000000000001,1188330.6947756517,-1188330.6947756517,"(807096.881, 1274499.417]"
720,58.17,-61.67,-29.52,-783867.23,23900.81,-759966.42,-2.3705,759966.42,0.005817,-759939.0143330564,759939.0143330564,"(-1062513.261, -595110.726]"
721,139.8,-74.57,10.35,-1883830.91,138042.07,-1745788.84,-5.4455,1745788.84,0.013980000000000001,-1745761.4041728862,1745761.4041728862,"(-1997318.332, -1529915.797]"
722,-155.02,57.53,6.98,2088905.91,169732.65,2258638.56,7.0452,2258638.56,-0.015502000000000002,2258616.2693599183,-2258616.2693599183,"(2209304.488, 2676707.023]"
723,161.4,49.17,88.56,-2174807.74,183979.47,-1990828.27,-6.2098,1990828.27,0.01614,-1990869.9334713835,1990869.9334713835,"(-1997318.332, -1529915.797]"
724,-6.86,-104.17,13.23,92377.01,331.94,92708.94,0.2892,92708.94,-0.000686,92770.54897303761,-92770.54897303761,"(-127708.19, 339694.345]"
725,110.18,-15.99,-21.68,-1484687.2,85742.78,-1398944.42,-4.3636,1398944.42,0.011018,-1398929.6544451972,1398929.6544451972,"(-1529915.797, -1062513.261]"
726,-18.88,57.59,63.26,254350.67,2516.48,256867.15,0.8012,256867.15,-0.001888,256924.69062149775,-256924.69062149775,"(-127708.19, 339694.345]"
727,-14.62,-22.45,7.3,196943.23,1508.72,198451.95,0.619,198451.95,-0.001462,198513.4518614965,-198513.4518614965,"(-127708.19, 339694.345]"
728,-1.02,40.11,-11.51,13684.65,7.28,13691.94,0.0427,13691.94,-0.000102,13751.799632166658,-13751.799632166658,"(-127708.19, 339694.345]"
729,-60.34,27.11,-8.55,813015.55,25711.38,838726.93,2.6162,838726.93,-0.006034,838793.9260399321,-838793.9260399321,"(807096.881, 1274499.417]"
730,-145.31,71.08,-13.41,1958089.78,149139.55,2107229.34,6.5729,2107229.34,-0.014531,2107177.7211539703,-2107177.7211539703,"(1741901.952, 2209304.488]"
731,-114.61,-97.56,-23.33,1544383.12,92776.44,1637159.57,5.1067,1637159.57,-0.011461,1637138.2319951246,-1637138.2319951246,"(1274499.417, 1741901.952]"
732,-86.59,12.7,-25.89,1166807.83,52957.36,1219765.18,3.8047,1219765.18,-0.008659,1219752.2826827695,-1219752.2826827695,"(807096.881, 1274499.417]"
733,21.46,64.61,9.74,-289195.0,3253.19,-285941.82,-0.8919,285941.82,0.002146,-285919.8050018084,285919.8050018084,"(-595110.726, -127708.19]"
734,-16.84,-60.68,54.88,226864.34,2001.98,228866.32,0.7139,228866.32,-0.001684,228921.12518881317,-228921.12518881317,"(-127708.19, 339694.345]"
735,-7.1,-80.27,-29.86,95642.02,355.82,95997.84,0.2994,95997.84,-0.0007099999999999999,96028.20097063325,-96028.20097063325,"(-127708.19, 339694.345]"
736,-144.36,52.39,-6.77,1945268.46,147192.85,2092461.32,6.5268,2092461.32,-0.014436000000000001,2092432.9109810796,-2092432.9109810796,"(1741901.952, 2209304.488]"
737,8.08,38.51,-3.71,-108859.26,460.95,-108398.31,-0.3381,108398.31,0.000808,-108416.50611558715,108416.50611558715,"(-127708.19, 339694.345]"
738,47.0,-35.97,33.89,-633271.94,15599.41,-617672.53,-1.9267,617672.53,0.0047,-617720.8904927735,617720.8904927735,"(-1062513.261, -595110.726]"
739,90.41,110.42,-14.05,-1218317.36,57736.24,-1160581.12,-3.6201,1160581.12,0.009041,-1160538.802027995,1160538.802027995,"(-1529915.797, -1062513.261]"
740,-23.07,-18.96,27.05,310858.84,3758.84,314617.68,0.9814,314617.68,-0.002307,314626.1846010296,-314626.1846010296,"(-127708.19, 339694.345]"
741,-7.08,-42.99,-16.43,95457.97,354.45,95812.42,0.2989,95812.42,-0.000708,95756.6988942226,-95756.6988942226,"(-127708.19, 339694.345]"
742,-34.79,-40.05,20.36,468809.88,8549.11,477358.99,1.489,477358.99,-0.003479,477342.09161581506,-477342.09161581506,"(339694.345, 807096.881]"
743,23.83,-88.56,14.27,-321058.6,4009.56,-317049.05,-0.9889,317049.05,0.0023829999999999997,-317097.3331574556,317097.3331574556,"(-595110.726, -127708.19]"
744,-20.96,-34.48,-34.36,282436.01,3102.9,285538.91,0.8907,285538.91,-0.002096,285537.87151014764,-285537.87151014764,"(-127708.19, 339694.345]"
745,10.65,4.22,15.68,-143544.85,801.5,-142743.35,-0.4452,142743.35,0.001065,-142707.1548979216,142707.1548979216,"(-595110.726, -127708.19]"
746,-69.73,16.94,-23.03,939632.54,34343.44,973975.98,3.038,973975.98,-0.006973,973950.0119951385,-973950.0119951385,"(807096.881, 1274499.417]"
747,29.31,74.04,14.71,-394902.87,6066.08,-388836.79,-1.2129,388836.79,0.002931,-388883.3147197776,388883.3147197776,"(-595110.726, -127708.19]"
748,65.26,-1.8,-58.34,-879384.31,30080.5,-849303.81,-2.6492,849303.81,0.0065260000000000006,-849295.5804626439,849295.5804626439,"(-1062513.261, -595110.726]"
749,12.41,-11.67,-15.12,-167195.2,1087.36,-166107.84,-0.5181,166107.84,0.001241,-166136.4204243343,166136.4204243343,"(-595110.726, -127708.19]"
750,106.86,-15.04,-22.22,-1439892.61,80646.93,-1359245.68,-4.2398,1359245.68,0.010686,-1359282.1217789038,1359282.1217789038,"(-1529915.797, -1062513.261]"
751,75.23,-53.4,-14.21,-1013698.93,39971.05,-973727.88,-3.0373,973727.88,0.007523,-973748.0028990749,973748.0028990749,"(-1062513.261, -595110.726]"
752,-51.14,-33.59,75.54,689079.25,18469.96,707549.21,2.207,707549.21,-0.0051140000000000005,707580.5756367319,-707580.5756367319,"(339694.345, 807096.881]"
753,170.0,32.92,27.35,-2290785.24,204125.09,-2086660.15,-6.5087,2086660.15,0.017,-2086625.0729128937,2086625.0729128937,"(-2464720.868, -1997318.332]"
754,130.07,67.46,-57.15,-1752682.92,119490.77,-1633192.16,-5.0943,1633192.16,0.013007,-1633196.039346752,1633196.039346752,"(-1997318.332, -1529915.797]"
755,25.45,80.57,45.96,-342916.49,4574.09,-338342.4,-1.0554,338342.4,0.002545,-338362.9019805749,338362.9019805749,"(-595110.726, -127708.19]"
756,-80.31,50.12,-37.88,1082237.55,45558.86,1127796.4,3.5178,1127796.4,-0.008031,1127726.7657312406,-1127726.7657312406,"(807096.881, 1274499.417]"
757,-55.78,87.52,15.06,751667.14,21977.52,773644.67,2.4132,773644.67,-0.0055780000000000005,773608.3047192255,-773608.3047192255,"(339694.345, 807096.881]"
758,-30.81,49.44,4.04,415139.41,6703.72,421843.13,1.3158,421843.13,-0.003081,421867.75155386276,-421867.75155386276,"(339694.345, 807096.881]"
759,-100.07,26.52,-17.31,1348461.51,70730.18,1419191.68,4.4268,1419191.68,-0.010006999999999999,1419166.0606712638,-1419166.0606712638,"(1274499.417, 1741901.952]"
760,81.24,72.48,21.08,-1094694.58,46613.7,-1048080.88,-3.2692,1048080.88,0.008124,-1048090.6554381849,1048090.6554381849,"(-1062513.261, -595110.726]"
761,-45.74,110.91,-11.43,616330.2,14775.92,631106.12,1.9686,631106.12,-0.004574,631120.880244846,-631120.880244846,"(339694.345, 807096.881]"
762,-120.12,36.19,15.22,1618663.37,101915.61,1720578.98,5.3669,1720578.98,-0.012012,1720520.0643975711,-1720520.0643975711,"(1274499.417, 1741901.952]"
763,51.4,-96.87,66.05,-692672.73,18663.1,-674009.62,-2.1024,674009.62,0.00514,-673952.7424347053,673952.7424347053,"(-1062513.261, -595110.726]"
764,77.89,-24.3,41.24,-1049626.38,42854.57,-1006771.82,-3.1403,1006771.82,0.007789,-1006714.6764975942,1006714.6764975942,"(-1062513.261, -595110.726]"
765,-95.55,-25.17,-63.61,1287590.13,64488.59,1352078.73,4.2174,1352078.73,-0.009555,1352014.2727274378,-1352014.2727274378,"(1274499.417, 1741901.952]"
766,23.49,22.59,52.47,-316466.5,3895.68,-312570.83,-0.975,312570.83,0.002349,-312629.4823894717,312629.4823894717,"(-595110.726, -127708.19]"
767,48.6,68.38,-38.29,-654935.59,16684.95,-638250.65,-1.9908,638250.65,0.00486,-638200.4782937852,638200.4782937852,"(-1062513.261, -595110.726]"
768,149.96,70.34,31.46,-2020721.29,158832.9,-1861888.39,-5.8076,1861888.39,0.014996,-1861874.1136366099,1861874.1136366099,"(-1997318.332, -1529915.797]"
769,61.22,-37.75,44.99,-824976.4,26473.46,-798502.94,-2.4907,798502.94,0.006122,-798465.7505430159,798465.7505430159,"(-1062513.261, -595110.726]"
770,-16.36,8.37,8.9,220502.56,1891.28,222393.84,0.6937,222393.84,-0.0016359999999999999,222340.59421224147,-222340.59421224147,"(-127708.19, 339694.345]"
771,-69.79,44.65,14.11,940425.84,34401.45,974827.29,3.0407,974827.29,-0.006979000000000001,974817.6338028932,-974817.6338028932,"(807096.881, 1274499.417]"
772,-16.91,-45.24,-2.64,227810.81,2018.72,229829.53,0.7169,229829.53,-0.001691,229881.0578765763,-229881.0578765763,"(-127708.19, 339694.345]"
773,-51.88,11.45,-3.86,699125.18,19012.43,718137.6,2.24,718137.6,-0.005188,718090.4765845862,-718090.4765845862,"(339694.345, 807096.881]"
774,-73.86,36.9,20.48,995254.53,38529.73,1033784.26,3.2246,1033784.26,-0.007386,1033790.0335188302,-1033790.0335188302,"(807096.881, 1274499.417]"
775,-43.77,63.68,23.22,589824.76,13532.36,603357.12,1.882,603357.12,-0.004377000000000001,603329.7956768651,-603329.7956768651,"(339694.345, 807096.881]"
776,146.14,24.87,-91.05,-1969197.08,150836.34,-1818360.74,-5.6719,1818360.74,0.014613999999999999,-1818388.617567338,1818388.617567338,"(-1997318.332, -1529915.797]"
777,-20.7,-19.03,-53.96,278926.23,3026.26,281952.49,0.8795,281952.49,-0.00207,281957.8817508087,-281957.8817508087,"(-127708.19, 339694.345]"
778,41.78,-52.2,28.64,-562995.28,12329.26,-550666.02,-1.7176,550666.02,0.004178,-550654.7944322254,550654.7944322254,"(-595110.726, -127708.19]"
779,-14.38,2.58,11.38,193746.25,1460.14,195206.39,0.6089,195206.39,-0.001438,195230.3057422802,-195230.3057422802,"(-127708.19, 339694.345]"
780,34.13,-68.95,-50.92,-459924.21,8228.11,-451696.1,-1.4089,451696.1,0.0034130000000000002,-451672.8963261986,451672.8963261986,"(-595110.726, -127708.19]"
781,20.85,65.66,34.17,-280999.47,3071.42,-277928.05,-0.8669,277928.05,0.002085,-277882.37026933115,277882.37026933115,"(-595110.726, -127708.19]"
782,-9.07,-7.72,-12.54,122270.7,581.53,122852.23,0.3832,122852.23,-0.000907,122798.84405121315,-122798.84405121315,"(-127708.19, 339694.345]"
783,-82.14,-27.12,46.73,1106850.74,47654.7,1154505.44,3.6012,1154505.44,-0.008214,1154485.602150459,-1154485.602150459,"(807096.881, 1274499.417]"
784,-0.04,-7.74,14.81,604.12,0.01,604.14,0.0019,604.14,-4e-06,539.0093957322606,-539.0093957322606,"(-127708.19, 339694.345]"
785,-72.01,70.42,24.14,970362.34,36626.51,1006988.85,3.141,1006988.85,-0.007201000000000001,1006955.3900930744,-1006955.3900930744,"(807096.881, 1274499.417]"
786,-94.58,-64.33,26.11,1274459.7,63180.03,1337639.73,4.1724,1337639.73,-0.009458,1337640.9920630287,-1337640.9920630287,"(1274499.417, 1741901.952]"
787,-144.87,57.07,7.7,1952155.61,148236.96,2100392.57,6.5516,2100392.57,-0.014487,2100346.9610088384,-2100346.9610088384,"(1741901.952, 2209304.488]"
788,-120.19,87.68,22.35,1619565.34,102029.22,1721594.56,5.37,1721594.56,-0.012019,1721582.1204794324,-1721582.1204794324,"(1274499.417, 1741901.952]"
789,-179.32,-22.41,-29.08,2416385.72,227122.5,2643508.21,8.2457,2643508.21,-0.017932,2643439.5997306784,-2643439.5997306784,"(2209304.488, 2676707.023]"
790,-136.44,19.36,42.42,1838503.02,131478.98,1969982.0,6.1448,1969982.0,-0.013644,1970003.9258691224,-1970003.9258691224,"(1741901.952, 2209304.488]"
791,147.35,66.89,-1.05,-1985543.7,153350.97,-1832192.73,-5.715,1832192.73,0.014735,-1832185.1244394039,1832185.1244394039,"(-1997318.332, -1529915.797]"
792,-9.73,-41.07,8.48,131065.16,668.19,131733.35,0.4109,131733.35,-0.000973,131779.94866420023,-131779.94866420023,"(-127708.19, 339694.345]"
793,126.9,15.93,-7.39,-1709911.54,113729.97,-1596181.57,-4.9788,1596181.57,0.01269,-1596233.815043803,1596233.815043803,"(-1997318.332, -1529915.797]"
794,-35.1,-3.55,50.13,472984.7,8702.05,481686.75,1.5025,481686.75,-0.00351,481672.3502047127,-481672.3502047127,"(339694.345, 807096.881]"
795,44.49,13.08,-23.47,-599526.05,13981.18,-585544.88,-1.8264,585544.88,0.004449,-585520.6758965445,585520.6758965445,"(-595110.726, -127708.19]"
796,248.33,64.99,72.65,-3346275.2,435562.96,-2910712.24,-9.0791,2910712.24,0.024833,-2910683.586013664,2910683.586013664,"(-2932123.404, -2464720.868]"
797,-41.22,-31.66,69.41,555468.74,12001.81,567470.56,1.7701,567470.56,-0.004122,567437.9709784202,-567437.9709784202,"(339694.345, 807096.881]"
798,69.06,34.41,-14.1,-930587.07,33685.4,-896901.68,-2.7976,896901.68,0.006906,-896895.3996176033,896895.3996176033,"(-1062513.261, -595110.726]"
799,-53.64,-5.84,-25.95,722747.21,20318.91,743066.12,2.3178,743066.12,-0.005364,743118.074368879,-743118.074368879,"(339694.345, 807096.881]"
800,5.2,143.53,-54.06,-70064.23,190.95,-69873.28,-0.2179,69873.28,0.0005200000000000001,-69878.7724685985,69878.7724685985,"(-127708.19, 339694.345]"
801,-93.92,-36.98,-16.81,1265531.31,62297.9,1327829.21,4.1418,1327829.21,-0.009392,1327868.8323165772,-1327868.8323165772,"(1274499.417, 1741901.952]"
802,-136.34,13.14,2.28,1837234.43,131297.6,1968532.03,6.1403,1968532.03,-0.013634,1968463.7697686767,-1968463.7697686767,"(1741901.952, 2209304.488]"
803,123.91,76.51,3.49,-1669739.78,108448.92,-1561290.86,-4.87,1561290.86,0.012391,-1561240.3054271105,1561240.3054271105,"(-1997318.332, -1529915.797]"
804,52.41,-63.38,-12.91,-706208.21,19399.62,-686808.59,-2.1423,686808.59,0.005241,-686821.9162417707,686821.9162417707,"(-1062513.261, -595110.726]"
805,-27.68,79.61,-33.44,373021.24,5412.46,378433.7,1.1804,378433.7,-0.002768,378398.1255717144,-378398.1255717144,"(339694.345, 807096.881]"
806,59.46,-4.85,43.36,-801238.22,24971.86,-776266.35,-2.4213,776266.35,0.005946,-776249.9645236362,776249.9645236362,"(-1062513.261, -595110.726]"
807,57.18,47.2,42.38,-770445.18,23089.32,-747355.86,-2.3312,747355.86,0.005718,-747405.3660713919,747405.3660713919,"(-1062513.261, -595110.726]"
808,-51.12,25.86,-6.12,688882.57,18459.42,707341.99,2.2064,707341.99,-0.005111999999999999,707296.631615328,-707296.631615328,"(339694.345, 807096.881]"
809,40.37,67.51,-5.17,-543976.48,11510.33,-532466.15,-1.6609,532466.15,0.004037,-532473.2139576629,532473.2139576629,"(-595110.726, -127708.19]"
810,140.56,-48.29,-37.63,-1894079.01,139548.06,-1754530.95,-5.4728,1754530.95,0.014056,-1754497.4576658015,1754497.4576658015,"(-1997318.332, -1529915.797]"
811,-133.07,-28.12,-17.91,1793059.25,125059.57,1918118.82,5.983,1918118.82,-0.013307,1918178.497362683,-1918178.497362683,"(1741901.952, 2209304.488]"
812,-4.29,18.95,-23.56,57868.32,130.26,57998.58,0.1809,57998.58,-0.000429,57937.531399191,-57937.531399191,"(-127708.19, 339694.345]"
813,22.95,-47.43,22.05,-309312.99,3721.55,-305591.43,-0.9532,305591.43,0.0022949999999999997,-305530.127836919,305530.127836919,"(-595110.726, -127708.19]"
814,-16.9,-7.76,36.65,227789.03,2018.34,229807.37,0.7168,229807.37,-0.0016899999999999999,229743.92039774757,-229743.92039774757,"(-127708.19, 339694.345]"
815,-41.19,-46.76,-6.19,554996.85,11981.43,566978.29,1.7685,566978.29,-0.004118999999999999,567016.2608831013,-567016.2608831013,"(339694.345, 807096.881]"
816,37.91,73.03,-28.1,-510891.43,10152.78,-500738.65,-1.5619,500738.65,0.0037909999999999997,-500684.9187633872,500684.9187633872,"(-595110.726, -127708.19]"
817,108.45,71.13,-2.02,-1461419.58,83076.36,-1378343.22,-4.2993,1378343.22,0.010845,-1378289.3739841357,1378289.3739841357,"(-1529915.797, -1062513.261]"
818,44.91,35.15,-2.73,-605093.3,14242.04,-590851.25,-1.843,590851.25,0.004490999999999999,-590914.9593977398,590914.9593977398,"(-595110.726, -127708.19]"
819,166.78,-26.07,26.18,-2247328.79,196453.99,-2050874.79,-6.3971,2050874.79,0.016678,-2050894.9214828967,2050894.9214828967,"(-2464720.868, -1997318.332]"
820,85.64,47.29,-28.19,-1154053.71,51805.95,-1102247.76,-3.4381,1102247.76,0.008564,-1102194.3810576007,1102194.3810576007,"(-1529915.797, -1062513.261]"
821,15.66,-21.0,-22.76,-210961.95,1731.15,-209230.79,-0.6526,209230.79,0.0015660000000000001,-209285.6880341529,209285.6880341529,"(-595110.726, -127708.19]"
822,105.95,-7.94,23.37,-1427641.06,79280.37,-1348360.68,-4.2058,1348360.68,0.010595,-1348387.689288773,1348387.689288773,"(-1529915.797, -1062513.261]"
823,25.47,9.14,-20.75,-343249.09,4582.96,-338666.13,-1.0564,338666.13,0.002547,-338625.2082052706,338625.2082052706,"(-595110.726, -127708.19]"
